run_id,filename,dataset,label,channel,score,confidence,snr_db,effective_bandwidth_hz,noise_floor_dbfs,spectral_centroid_hz,crest_factor_db,speech_level_dbfs,clipping_fraction,duration_s,checkpoint,frozen_commit
correlation,LA_E_1002769,asvspoof,spoof,studio,0.999745,1.000000,40.262883,4450.000000,-56.330829,1828.320224,22.211750,-16.067946,0.000015,4.165375,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1002802,asvspoof,spoof,studio,0.999721,0.750000,32.342520,2150.000000,-46.802491,1125.135032,18.896279,-14.459971,0.000015,4.103187,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1002903,asvspoof,genuine,studio,0.000075,0.300000,51.316150,1550.000000,-63.172673,820.487634,19.642661,-11.856523,0.000020,3.195500,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1003128,asvspoof,genuine,studio,0.000079,0.383333,44.036686,2300.000000,-54.980928,1155.229487,19.517759,-10.944242,0.000025,2.512250,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1004363,asvspoof,genuine,studio,0.000037,1.000000,49.698964,3350.000000,-60.902709,1652.093571,18.248910,-11.203745,0.000016,3.959500,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1005795,asvspoof,genuine,studio,0.000092,0.550000,47.500702,3250.000000,-57.843346,1549.502968,17.024647,-10.342644,0.000018,3.541313,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1007872,asvspoof,genuine,studio,0.000104,0.983333,50.018984,4850.000000,-63.667242,1641.660460,22.195589,-13.648258,0.000015,4.090063,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1008476,asvspoof,genuine,studio,0.000077,0.533333,47.637592,2950.000000,-59.647118,1442.884343,18.781110,-12.009527,0.000020,3.150375,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1010349,asvspoof,genuine,studio,0.000039,0.766667,48.815275,4600.000000,-58.941185,1509.242475,16.698949,-10.125910,0.000016,3.884000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1011807,asvspoof,genuine,studio,0.000076,0.050000,52.714773,2900.000000,-62.390252,1244.381410,15.603821,-9.675480,0.000024,2.551813,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1015629,asvspoof,genuine,studio,0.000082,0.483333,54.197465,2750.000000,-66.179967,1402.493700,20.873768,-11.982502,0.000015,4.050875,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1017049,asvspoof,genuine,studio,0.000035,0.050000,43.514198,3800.000000,-60.336796,1691.835667,23.282936,-16.822598,0.000018,3.494625,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1018975,asvspoof,genuine,studio,0.000463,0.116667,47.444734,2700.000000,-57.846535,1275.411385,17.901443,-10.401801,0.000038,1.663125,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1022511,asvspoof,genuine,studio,0.000162,0.750000,52.755735,3750.000000,-67.602622,1692.618320,20.939534,-14.846888,0.000024,2.637437,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1023303,asvspoof,genuine,studio,0.000082,0.900000,48.935869,3600.000000,-61.775631,1491.183496,20.964710,-12.839762,0.000022,2.813312,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1023447,asvspoof,genuine,studio,0.000269,0.133333,46.842102,1850.000000,-58.544724,1079.144911,19.187256,-11.702622,0.000014,4.559062,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1023824,asvspoof,genuine,studio,0.000038,0.916667,53.204097,3950.000000,-65.828202,1633.024913,20.648398,-12.624106,0.000019,3.325750,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1024164,asvspoof,genuine,studio,0.000086,0.550000,44.053624,1600.000000,-57.549405,941.559834,19.982248,-13.495781,0.000018,3.533812,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1024417,asvspoof,genuine,studio,0.000245,1.000000,45.946402,1750.000000,-58.941206,1008.649384,19.287468,-12.994804,0.000012,5.027563,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1025393,asvspoof,genuine,studio,0.000124,0.550000,50.147085,2900.000000,-62.701923,1286.140620,19.143105,-12.554839,0.000014,4.605437,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1026533,asvspoof,genuine,studio,0.000037,0.566667,42.043085,2300.000000,-51.896909,1249.018640,16.509444,-9.853824,0.000018,3.407375,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,LA_E_1027220,asvspoof,genuine,studio,0.000220,0.050000,46.133956,1450.000000,-55.667454,1036.313751,17.460275,-9.533498,0.000028,2.212250,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,alia_bonafide,ifd,genuine,broadcast,0.461596,0.000000,35.876203,5900.000000,-55.494381,2115.093679,9.402257,-19.618179,0.000000,5.000000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,alia_deepfake,ifd,spoof,broadcast,0.999488,0.016667,52.620330,4600.000000,-68.505021,1775.413447,21.034060,-15.884691,0.000000,5.888000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,cb_bonafide,ifd,genuine,broadcast,0.962188,0.000000,30.084264,2650.000000,-52.121625,1341.728109,18.252032,-22.037361,0.000000,6.528000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,cb_deepfake,ifd,spoof,broadcast,0.999526,0.083333,21.804145,3900.000000,-40.424271,1511.742942,19.678343,-18.620125,0.000000,5.237375,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,madhavan_bonafide,ifd,genuine,broadcast,0.999270,0.016667,24.341078,1950.000000,-42.729006,984.329928,18.645250,-18.387928,0.000000,5.000000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,madhavan_deepfake,ifd,spoof,broadcast,0.999464,0.016667,53.936529,2400.000000,-71.335418,1237.977703,20.327228,-17.398890,0.000000,7.658688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,pc_bonafide,ifd,genuine,broadcast,0.029010,0.000000,23.359653,3050.000000,-46.603648,1423.224673,19.922009,-23.243995,0.000000,5.100000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,pc_deepfake,ifd,spoof,broadcast,0.848733,0.000000,44.187392,4000.000000,-53.825498,1644.561780,16.542418,-9.638106,0.000000,5.056000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,sadhguru_bonafide,ifd,genuine,broadcast,0.004560,0.016667,21.011256,3300.000000,-34.798083,1289.252859,18.331495,-13.786827,0.000000,5.472000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,sadhguru_deepfake,ifd,spoof,broadcast,0.127860,0.000000,47.891501,3600.000000,-60.601778,1606.993119,19.226263,-12.710277,0.000000,6.026688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,nik_clean,internal,genuine,phone,0.989851,0.000000,87.891003,6000.000000,-120.000000,1755.714685,24.472215,-32.108997,0.000000,68.352000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,nik_clone,internal,spoof,phone,0.938335,0.000000,32.269870,1200.000000,-46.471534,902.646153,16.172544,-14.201664,0.000000,49.790000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,spk_01_source,internal,genuine,phone,0.435936,0.000000,79.386050,1250.000000,-91.138811,692.461431,16.908904,-11.752761,0.000000,65.424000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,spk_02_source,internal,genuine,phone,0.678021,0.000000,45.008821,2000.000000,-60.592047,1258.536031,17.919958,-15.583226,0.000000,88.661312,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,spk_03_source,internal,genuine,phone,0.922479,0.033333,40.143349,450.000000,-60.067191,709.112748,15.258048,-19.923842,0.000000,69.054688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,spk_03b_source,internal,genuine,phone,0.919539,0.016667,36.267021,1350.000000,-54.333335,1239.566779,19.350716,-18.066313,0.000000,70.401438,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,alia_bonafide_iphone,replay_iphone,genuine,phone,0.999601,0.083333,22.175963,7100.000000,-41.890782,2200.728562,18.035885,-19.714819,0.000000,5.000000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,alia_deepfake_iphone,replay_iphone,spoof,phone,0.999561,0.033333,23.236434,4650.000000,-41.519113,1824.964258,18.900493,-18.282678,0.000000,5.888000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,cb_bonafide_iphone,replay_iphone,genuine,phone,0.999360,0.016667,18.015652,3700.000000,-40.065517,1600.328882,19.577232,-22.049864,0.000000,6.528000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,cb_deepfake_iphone,replay_iphone,spoof,phone,0.999376,0.016667,22.131009,3750.000000,-40.286136,1587.538154,18.285085,-18.155127,0.000000,5.237375,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,madhavan_bonafide_iphone,replay_iphone,genuine,phone,0.992768,0.000000,18.662989,3500.000000,-38.082850,1461.452276,18.541005,-19.419862,0.000000,5.000000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,madhavan_deepfake_iphone,replay_iphone,spoof,phone,0.884218,0.000000,19.911431,3250.000000,-40.825585,1480.378200,18.358548,-20.914154,0.000000,7.658688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,pc_bonafide_iphone,replay_iphone,genuine,phone,0.998910,0.016667,21.172413,2850.000000,-39.550027,1347.350837,17.121634,-18.377614,0.000000,5.100000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,pc_deepfake_iphone,replay_iphone,spoof,phone,0.711860,0.000000,21.621167,7200.000000,-41.400681,2154.506161,19.181167,-19.779514,0.000000,5.056000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,sadhguru_bonafide_iphone,replay_iphone,genuine,phone,0.930004,0.000000,21.837860,3750.000000,-40.414903,1692.850363,17.333909,-18.577043,0.000000,5.472000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,sadhguru_deepfake_iphone,replay_iphone,spoof,phone,0.999371,0.016667,23.496342,5950.000000,-42.590345,1816.437908,18.462404,-19.094003,0.000000,6.026688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,alia_bonafide_samsung,replay_samsung,genuine,phone,0.999418,0.033333,40.992843,7200.000000,-50.071359,3013.710316,15.193166,-9.078516,0.000013,5.000000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,alia_deepfake_samsung,replay_samsung,spoof,phone,0.999540,0.033333,43.633978,7000.000000,-53.241034,2849.200545,16.362628,-9.607056,0.000011,5.888000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,cb_bonafide_samsung,replay_samsung,genuine,phone,0.967582,0.000000,31.889831,6600.000000,-42.634333,2155.001175,17.796590,-10.744503,0.000000,6.528000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,cb_deepfake_samsung,replay_samsung,spoof,phone,0.999646,0.233333,23.113918,4700.000000,-32.270340,2093.866852,15.579969,-9.156422,0.000048,5.237375,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,madhavan_bonafide_samsung,replay_samsung,genuine,phone,0.999687,0.300000,23.797055,5200.000000,-33.919945,2265.511408,16.259736,-10.122890,0.000000,5.000000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,madhavan_deepfake_samsung,replay_samsung,spoof,phone,0.997117,0.000000,44.317539,5500.000000,-54.957647,2214.677996,17.029870,-10.640108,0.000008,7.658688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,pc_bonafide_samsung,replay_samsung,genuine,phone,0.466552,0.000000,25.954210,4500.000000,-35.012627,1930.281149,15.033894,-9.058417,0.000025,5.100000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,pc_deepfake_samsung,replay_samsung,spoof,phone,0.732691,0.000000,36.097194,7350.000000,-45.310237,2886.785549,15.500368,-9.213043,0.000025,5.056000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,sadhguru_bonafide_samsung,replay_samsung,genuine,phone,0.704158,0.000000,23.576334,5100.000000,-32.474867,2332.706162,14.874252,-8.898533,0.000000,5.472000,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
correlation,sadhguru_deepfake_samsung,replay_samsung,spoof,phone,0.999322,0.016667,38.110364,7450.000000,-48.319889,2721.135933,16.819702,-10.209524,0.000031,6.026688,Best_LA_model_for_DF.pth,c5cfdf4acd6f510a0f5f0ed918f5fe0d141d05b1
