run_id,filename,speaker,label,dataset,channel,duration_s,sample_rate,vad_status,speech_s,score,checkpoint,frozen_commit,notes
transplant,cb_deepfake_exotel,ifd_cb,spoof,ifd,phone_g711_sim,5.237375,16000,PASS,3.200000,0.999648,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, cb deepfake; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,cb_deepfake_phone,ifd_cb,spoof,ifd,phone,5.237375,16000,PASS,3.200000,0.999646,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, cb deepfake; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,madhavan_bonafide,ifd_madhavan,genuine,ifd,broadcast,5.000000,16000,PASS,3.560000,0.999270,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path A, madhavan bonafide"
transplant,madhavan_bonafide_exotel,ifd_madhavan,genuine,ifd,phone_g711_sim,5.000000,16000,PASS,3.260000,0.999685,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, madhavan bonafide; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,madhavan_bonafide_phone,ifd_madhavan,genuine,ifd,phone,5.000000,16000,PASS,3.260000,0.999687,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, madhavan bonafide; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,madhavan_deepfake,ifd_madhavan,spoof,ifd,broadcast,7.658688,16000,PASS,3.840000,0.999464,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path A, madhavan deepfake"
transplant,madhavan_deepfake_exotel,ifd_madhavan,spoof,ifd,phone_g711_sim,7.658688,16000,PASS,4.140000,0.996896,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, madhavan deepfake; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,madhavan_deepfake_phone,ifd_madhavan,spoof,ifd,phone,7.658688,16000,PASS,4.140000,0.997117,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, madhavan deepfake; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,pc_bonafide,ifd_pc,genuine,ifd,broadcast,5.100000,16000,PASS,3.140000,0.029010,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path A, pc bonafide"
transplant,pc_bonafide_exotel,ifd_pc,genuine,ifd,phone_g711_sim,5.100000,16000,PASS,3.360000,0.616093,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, pc bonafide; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,pc_bonafide_phone,ifd_pc,genuine,ifd,phone,5.100000,16000,PASS,3.360000,0.466552,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, pc bonafide; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,pc_deepfake,ifd_pc,spoof,ifd,broadcast,5.056000,16000,PASS,2.020000,0.848733,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path A, pc deepfake"
transplant,pc_deepfake_exotel,ifd_pc,spoof,ifd,phone_g711_sim,5.056000,16000,PASS,3.100000,0.738373,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, pc deepfake; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,pc_deepfake_phone,ifd_pc,spoof,ifd,phone,5.056000,16000,PASS,3.100000,0.732691,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, pc deepfake; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,sadhguru_bonafide,ifd_sadhguru,genuine,ifd,broadcast,5.472000,16000,PASS,4.140000,0.004560,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path A, sadhguru bonafide"
transplant,sadhguru_bonafide_exotel,ifd_sadhguru,genuine,ifd,phone_g711_sim,5.472000,16000,PASS,3.920000,0.723965,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, sadhguru bonafide; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,sadhguru_bonafide_phone,ifd_sadhguru,genuine,ifd,phone,5.472000,16000,PASS,3.920000,0.704158,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, sadhguru bonafide; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,sadhguru_deepfake,ifd_sadhguru,spoof,ifd,broadcast,6.026688,16000,PASS,2.040000,0.127860,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path A, sadhguru deepfake"
transplant,sadhguru_deepfake_exotel,ifd_sadhguru,spoof,ifd,phone_g711_sim,6.026688,16000,PASS,2.820000,0.999335,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path C, sadhguru deepfake; SIMULATED G.711 mu-law from path B, not a real call; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
transplant,sadhguru_deepfake_phone,ifd_sadhguru,spoof,ifd,phone,6.026688,16000,PASS,2.820000,0.999322,Best_LA_model_for_DF.pth,fa8f00e5664836a0ce39ee41fbe7ab61c75d42a8,"path B, sadhguru deepfake; speaker_volume=80%, system slider, unchanged across all ten clips; phone_model=Samsung S23; distance_cm=5; room=unrecorded at capture time; background_noise=unrecorded at capture time; measured from the take: noise floor -56.6 dBFS, speech -10.6 dBFS, SNR 46.1 dB, peak 0.0 dBFS, 0.001% of samples clipped"
